sentence,sentiment
I would give it 4 stars if amazon created an amazon essentials dress shirt with a button down collar,0
"Note as mentioned in a couple of reviews, the shirt is a little tight in the way it is made",2
I ordered a 16,0
my normal size,0
and it just fits,1
My recommendation is order one half neck size up from your normal size,0
a 17 instead of 16,0
"Other than that, it is a very nice shirt",1
Very comfortable yet durable dress shirt,1
Have ordered many times,1
Good value,1
Surprisingly good quality shirt for the money,1
It ironed nicely out of the dryer and looks like any other more expensive shirt,1
Shirt came wrapped like I bought it at a suit store,1
Material felt like high quality,1
No odor,1
Ready to go out of the bag and not flimsy at all,1
Nice button down dress shirts,1
Two buttons on sleeves for comfort,0
Highly recommend this seller &amp,1
product,0
Fantastic Classic cut and construction-moderately priced,1
I love it,1
Great for everyday to the office use,1
"The material is good, the cut is very nice, the size is true",1
wonderful style and texture,1
"It just didn't fit me at 6'2"" and 230lbs",2
"Product for arm length and neck size fits accordingly, but the shirt doesn't match typical dimensions further down the chest and is extremely tight",2
"The shirt is marked as cotton, but it sure looks like polyester",2
"Whatever the fabric is, it is very thin, and transparent",2
If you don't wear an undershirt your body will show right through the fabric,2
"With an undershirt, the undershirt will show",2
"This short was bought before by someone that decide not to keep it, it came completely unfolded inside a plastic bag with nothing written",2
"this is an Amazon Essential product, can?t believe your quality control dis not catch it",2
worst packaging experience in more than 10 years with Amazon,2
It was a steal for what I paid for it,1
Very good quality and looks great,1
"Good quality overall, fits well, comfortable",1
Might just be a little below a name brand shirt but I am happy,1
The shirt came with a dirty package and a black smudge on the white shirt,2
"Further, the material was cheap and rough",2
"This 15 1/2 32-33 is not a regular fit although the label says ""Regular""",2
More importantly I normally find 32-33 length a bit long,0
"These sleeves are way to short, like 30-31",2
The neck is not too accurate either,2
Chinese garments come in  batches and this batch is mismarked,2
And I mean compared to other men's large sizes,0
"Seems well made, used for a play, and wearable, just not as comfortable",2
"Sleeves are longer than I expected but otherwise the shirt looks great, doesn?t wrinkle much and is a great value",1
Disappointed with the size,2
Every other company is true to fit,0
This one doesn?t close,2
Very upsetting,2
Love these shirts,1
Highest quality and fit of any other brand of white shirts I have purchased,1
"Preparing to order more but, alas, they have been discontinued",1
I took a chance on it and love it,1
The quality of the material is comparable to that of the Kenneth Cole shirts that I previously purchased,1
I really liked this shirt which was decently priced,1
$20 ,0
", although I have enjoyed other economy-priced shirts of comparable quality for less",0
My only suggestion is that it could be $2 less per shirt to be really competitive,0
This is a high quality shirt at less than half the price you would find in the stores,1
I highly recommend it,1
must write a rave review because guys gain weight in their gut not butt-thank you for a shirt that looks good on a big guy,1
Comfortable dress shirt for work,1
Irons easily,1
"Similar quality to local retailers, but much less expensive",1
I don't often wear dress shirts so this was perfect for me,1
After drying it needed to be ironed but since I won't be wearing it very much it was OK,1
Less expensive that other shirts,1
product fits great for my physique and texure very good for good price,1
keep up the good job amazon and their vendors as i feel,1
I love these shirts,1
For the price this shirt can not be beat,1
"Nice fit, and the collar looks great",1
Just make sure you buy some nice collar stays,0
Great shirt,1
"Very nicely made, but too tight in the waist",2
Classic fit doesn't mean full,0
It's still tailored,0
I couldn't find it in town,0
"So, got it online and I'm happy with it",1
Nice shirt for my new suit,1
Came right on time shirt is as expected,1
The shits wash well don't need much iron but a bit small the sleeves and the chest,2
I liked this shirt,1
"It fitted as expected, and it was an excellent purchase for the price",1
The shirt is acceptable in fit and material,1
Looks good and for the price is a good vlue,1
"While it was listed as ""regular"" fit, it was closer to ""trim"" fit, it seemed",2
Quality of cloth and stitching is good,1
The material is thinner than I was expecting,2
Certainly not see through but not thick like oxford cloth,0
He seems to them,0
They do seem easier to get get wrinkles out of,2
"Great shirt, great price",1
I ordered 2 more when they became available,1
"I bought the size 17"" 34L and needed 17 "" 36 make sure to check size before buying",0
"Product is not the quality of some higher end brands, but its not priced like them either",0
These are more than sufficient for my needs,1
"A good looking, well made, comfortable fitting shirt at a surprisingly low price",1
I will definitely be buying Amazon Essentials shirts again,1
Great materials,1
Just a good 100 percent cotton shirt love it,1
And wrinkle free,1
Best shirt I bought so far,1
Terrible,2
Yellowed cotton like they had been sitting around for years,2
I am amazed with the good quality of this shirt,1
I?ll keep buying for work,1
The material looks and feels good,1
Sizes run small,2
The size I ordered should be a little bigger then what you sent,2
It seems to be titer the other shirts I already own,2
Very comfortable,1
Looks nice,1
Easy with a tie due to spread collar,1
Gets compliments every time I wear it,1
Low maintenance,1
Fabric seems to be quite lightweight,1
Have not washed it yet to see how it looks after washing,0
Really like this shirt,1
Fits good,1
Good price,1
Excellent value for the money,1
The shirt came with a fit exactly as expected,1
Looks like a shirt worth twice what I spent,1
Good basic white shirt for my teen to wear with a suit 3-4 times a yr,1
For the price this is a nice shirt,1
It fit perfectly,1
Buttons are sewn on well and the shirt is comfortable,1
Out of the bag there are not super sharp creases,0
I was in a hurry and wore it out of the bag,0
Decent for the money,1
I have a gentleman should have pressed white dress shirts to wear,0
"At this price I bought 5, one for each day of the week",0
"Good quality, good fit and the cloth is soft",1
Wow,1
This wrinkle resistant shirt looks perfect right out of the dryer,1
Like it actually had been ironed,1
Will purchase again,1
I had to return the shirt because the shirt is made of a super thin material in which an undershirt can be visible,2
This shirt is not cut out to be used for business purposes,2
My husband loves these and wants no other shirts now,1
Many people complained of the slim fit - for him it was perfect and had no bubble in the back like many lower cost shorts have,1
dress shirt for Church and I should get a free shirt or a refund with a 1/2 larger in the neck size and see how that works,2
I guess its time to go to Macy`s,2
which I hate going to the malls,2
I`ve bought 83 items in the past year from Amazon,0
Hmmmmm,0
"Nice dress shirt, no wrinkles and looks sharp",1
The price was also nice,1
Launders well,1
returned it as not as described,2
"It should have been described as a red and blue tattersall, not a red tattersall",2
Too long blew thigh almost to the knee,2
Shirt sleeve length is 32/33 so why the shirt is too long in length,2
"VERY well made, actually better than some of the more expensive brands, and irons",1
yes irons,1
like a dream,1
Fits fine and good value with 2 pack,1
Good shirt for the price,1
"As far as wrinkle resistant, not as good as brooks brothers, but not a $135 shirt either",1
Not sure on overall durability yet but would buy again,1
It's NOT wrinkle resistant,2
It's 100% cotton,0
Not sure why it says it is,2
A great shirt at this price,1
Very pleased with this product,1
I really like the quality and the feel of this shirt,1
It feels like a premium shirt- not a $20 bargain,1
I like loose shirts so the size is good for me,1
Plus I am a small guy,0
So the fit will prob be perfect for a regular sized guy,1
Just ordered another 3 shirts,1
"Not to bad, a little big and stiff",2
Color is great no fading,1
Not bad for a budget but,1
This fabric feels like a quality shirt,1
I will be buying more,1
This is a super nice shirt and especially at this price point,1
Quality seems to match that of name brand shirts I?ve bought in the past,1
I bought this shirt in my normal shirt size and it fit as if it were two sizes too small,2
Waist too small for reg fit 17,2
5 neck,2
The shirt fits perfect,1
Sleeve length was solid it wasn't too tight,1
I will order 2 more shirts soon,1
Fits as expected,1
The fabric is not too thin,0
Good quality and fit,1
Good product,1
Black color fades fast,2
High quality,1
Good fit,1
Not too baggy like many off the rack shirts,1
"Also, not super short like those you often find in this price range",1
"I'm 6' 2"" amd fit",0
I wear a 16,0
"5"" neck and 34/35 length",0
I ordered the same here and fit perfect,1
The quality has led me to look at other Amazon Essential clothing options,1
"CHEAP CHEAP CHEAP, FOCUS ON THE SELLING AND STOP TRYING TO BECOME A DESIGNER",1
I just wish Amazon did a better job of keeping other styles of this shirt in stock,0
Nice shirt and a good bargain,1
My son wore this to work and while the fit was good,1
The entire sleeve just ripped,2
It was not abused in any way,0
Don't waste your money,2
A little scratchy but good for the price,0
Arrived just in time for me to wear to a wedding,1
Fit perfectly and looked good,1
The shirt is very uncomfortable I am going to try to return it,2
This medium long sleeve shirt fix my 5ft 6in body well but it came little short on the sleeve,2
Good luck,1
Looked nice but a little tight at stomach,2
I returned this item due to fabric quality,2
It is way too thin,2
Great print,1
"Surprised by fit, have never bought an Amazon brand shirt, very happy",1
The product fit well for the first few weeks but then after the first wash it just fit weird,2
I like the spread collar and fit,1
Looks great in a suit and tie,1
Good value for money quickly shipped,1
The shirt fit itself is good however after washing it is extremely wrinkly and attracts lint as if it was itself a lint roller,2
I bought this for my Mitsuba cosplay and it works perfectly,1
It's the right length and size plus it color matched his canon clothes perfectly,1
"If you're gonna cosplay Mitsuba, this shirt is perfect",1
"The shirt just felt right on me, I'm planning on buying two more",1
Good quality and was designed well,1
Washes up well,1
Great and affordable dress shirt,1
Very good quality for the price,1
My husband love this shirt,1
It doesn?t wrinkle,1
fit well and seems like it's nice quality,1
"Fits as expected, though a little loose in the chest",0
Arms are longer than advertised,2
"I got a 34/35 sleeve, but if fit like a 35/36",2
3rd amazon shirt I have bought they have been very good quality and fit perfect,1
"Unlike some of the other shirts I?ve bought, I like the length of this one",1
I don?t have to keep tucking it into my pants,1
Fits smaller than sized,2
It was just what I wanted a well made shirt I just got a size to small I haven't tried on shirts in a long time I've gained weight but it looks good with my dark blue leather blazer,1
This is an exceptional shirt,1
Better than expected,1
KUDOS,1
"Great fabric, Great fit, great length",1
"Wore well, washed well",1
Best shirt I've had for suit and tie,1
Nice,1
"These are great, especially considering the price",1
Great shirt for the price and washed great and really doesn?t need pressing,1
I purchase men's shirts because they have pockets and I'm a photographer,1
That pocket is super,1
The shirt fit tight across the chest,2
I can wear it with a tank underneath in the fall,0
Value for the money,1
"Great quality, low price",1
Looks super,1
These run small,2
"Normal, good quality shirt",1
Good,1
Overall the material is pretty good Shirt is a little snug and sleeves were longer than expected,2
Very comfortable since I can't find Kenneth Cole shirts anymore in my size,1
"Nice shirt, looks nice and easy to take care of fair price",1
I normally wear a 36 in Sleeve,0
I ordered a 36/37 and was Way To Long,2
Everything else on the Shirt was perfect,1
Great fit looking to buy more when in stock,1
a little tight,2
Well tailored looked great felt great,1
good quality,1
The item had clearly been open before and repackaged in a messy manner,2
Have had others before and none like this,1
"Las 3 camisas salieron como esperaba, pero fueron entregadas por el vendedor, como si fueran 3 camisas compradas por separado, a pesar de ser cobradas con la misma factura",0
Good,1
They are almost a yellowish color not a nice simple white color,2
This is a good fitting and good looking shirt,1
Very comfortable,1
"I like the longer length, so that that it stays tucked in better",1
Very nice shirt with a nice pocket as promised and very good fit,1
I was very happy,1
Perfect fit just a little short on the sleeves,1
Good purchase at a great price,1
I'll be back to buy more,1
i ordered a size 18 and it feels like it runs a bit tight compared to other brands,2
The quality of this shirt is wonderful for the price with its sturdy collar and cuffs,1
It has kept its color after numerous washes now with no signs of fading,1
I recommend Amazon Essential brand shirts to anyone who asks where to find a good shirt,1
Returned as shirt ws skimpy around the waist,2
"Very nice shirt, fits well, and good quality",1
"I have quite a few different brands of dress shirts, and I was incredibly impressed with the quality of this shirt",1
I will definitely be purchasing more,1
I would like to see more cuff options in the future,0
Tight,2
"Love It,not bad it all",1
Fine shirt for the price,1
"Great fit, the neck is perfect",1
"Only downside is how hard it is to button / unbutton the top button, but not that much of an issue",2
GREAT PRODUCT FOR THE PRICE,1
Fits me like a tailored shirt,1
"I'm 6'2"" 220 and for $20 there is no better shirt out there",1
Medium weight fabric feels just right for colder weather,1
wonderful,1
Thus shirt was nothing like a ?regular cut??shirt I have bought before,1
"Too small, too tight",2
fit me perfectly,1
"Great shirt, well made, nice color and very good fit",1
Nice fit and finish,1
Looks good out of the dryer,1
Tight for a regular fit shirt,2
Shirt material is extremely thin,2
transparent,2
", and made of Polyester",2
"Therefore, it also very hot and uncomfortable",2
I would not have purchased had it not been advertised as 100% cotton,2
False advertising,2
Like everything will definitely buy again,1
"Slim fit, not regular fit",2
Nice shirt for the price,1
I like the shirt a lot,1
Good price,1
Good quality,1
Very poor quality stitching  thread is being used,2
Fabric is average either,0
Great quality shirt that fits perfectly,1
Tighter than other shirts in same size,2
Very pleased with product,1
"I will be getting more, good quality and price",1
I like the quality and the fit was one point,1
These shirts are great dress shirts at a very fair price,1
This shirt fit way too tight,2
Had to send back,2
A little tight otherwise surprisingly nice shirt,1
What a great shirt at a great price,1
Since this is sized with US measurements I was confident I would get the size I needed as surely as if I went to the store and bought it,1
Very satisfied,1
The cloth is low quality and thin,2
Transparent,2
Buttons dont sit well,2
Soooooooo scratchy,2
Prefect thank u,1
Easy care and looks good,1
Love it,1
"Great shirt, the fabric is soft and carves very well, Amazon Essentials definitely my choice",1
NICE FIT AND FINISH,1
QUALITY WAS BETTER THAN I EXPECTED,1
Fits fine,1
Great for the holidays,1
These shirts I ordered in November for Christmas presents,0
As of today we threw 2 out due to getting holes in elbows,2
Very thin shirt,2
Guess you get what you pay for,0
Pretty decent shirt fits good,1
My husband makes this shirt look good,0
Or does this shirt make my husband look good? ?¤ Either way it?s a very nice looking shirt,1
Great fit and everything we expected,1
Great fit and style,1
Material a little thin,2
The material and fit was good,1
The shirt is for meetings and formal occasions,0
It arrived dirty,2
Good value,1
too small,2
neck is true to size but not the rest of the shirt,2
this goes for all colors,0
Fit surprisingly well,1
I?ve been wearing shirts with 34/35 sleeves for 30 years,0
Thes sleeves on this shirt are way too long,2
Fits like a 36??sleeve,2
"Otherwise, I thought the shirt was good",1
Great shirt,1
Excellent shirt,1
The color was pale pink and perfect for a beach Valentine's Day wedding,1
The shirt was tight for the neck and sleeve length ordered,2
Maybe because it is made in China and the shapes are different,2
Great value for the price,1
Nice shirt,1
"Very nice, as expected and good for a basic white work shirt",1
"If you?re at all athletic/slim, know that you?d need to take it in at the waist in order to avoid a bulky look",0
A litle tight at waist,2
Smaller than other brands with similar cut and size,2
A+,1
Sizes need to be adjusted as the 17 is really a size 16,2
Couldn't wear it so cannot comment on quality,2
Great fit,1
Great shirt for the price,1
"I loved it , since I'm 6""3 I would like the shirt a little more longer",1
I hope amazon essentials in the future have more products for tall people,0
3rd one Rock star,1
Very nice fabric and seems like sturdy material,1
Just doesn?t fit the best,2
Fits good,1
It is a darker color purple than what the picture shows,2
It is also not a generous fit around the belly like other brands of shirts that are listed as regular fit,2
Poor quality fabric,2
Not cotton,2
Felt like polyester or fiberglass,2
Good fit and decent quality for price,1
La calidad es muy buena,1
It did not fit,2
I need to learn how to return it,2
Quality is ok,1
"Good quality shirt, it does not wrinkle and it repels stains, but fits more like a Slim Fit as opposed to a Regular Fit",0
I typically wear a Large and have never had this issue with other brands,2
Great fit,1
Ready to wear right out of the package,1
Perfect,1
Great dress shirt at an amazing price,1
Wears well and launders nicely,1
Not even close to the right size,2
I wear a 16,0
5 32/33 and this is wildly wrong,2
I couldn't even button it,2
It fit as expected,1
Would purchase again,1
Too small,2
Too tight,2
Shirt looked good and felt good,1
A little bit tight around chest and restricting when lifting arms,2
Runs a little small,2
"Very poor fabric quality, thin to almost sheer",2
Width is more of slim fit than regular compared to other shirts of regular size,2
Returned,2
Great product,1
Wrinkle free,1
"Fits perfectly, length is however long than expected",0
"Very nice shirt, especially for the price",1
Much better quality than I?ve gotten at department stores,1
Great for the price,1
Workmanship is excellent,1
Quality feel,1
Fit as expected,1
The shirt did not fit,2
It was way too small,2
The shirt print was good and quality seemed ok but it definitely is not a traditional regular fit,0
More like athletic fit,0
Had to return,2
This shirt was PERFECT,1
"Measured my kiddo, placed my order, it fit perfectly, and great material too",1
Does not wash well,2
Short sleeves,2
"Good fabric, great fit",1
Very thin material,2
Sizing is a little small,2
Won't buy this again,2
Perfect fit,1
"La camisa muy bonitas, pero pedÃ­ 5 camisas 16 1/2 y me vinieron 4 talla 16 1/2 y una 18 1/2 :@ me quedo gigante esa",2
I would add a size large size then what you need,0
Fits nicely - good quality shirt - and no pins,1
Only clips - thanks,1
Love the style that you have on hand,1
Nice shirt,1
A bit thin,2
"Good price, good fit",1
Me quedÃ² perfecta,1
like the look ' good quality ' 100% cotton,1
size is perfect as expected,1
GREAT SHIRTS WILL BUY AGAIN,1
Good Product,1
Too small everywhere,2
"Good workmanship , good 100% cotton material",1
Very pleased,1
David Maman,0
Shirt is cut way too small I think label wrong,2
Got shirt for work,1
Fit is perfect,1
Buying 2 more,1
The description stated regular fit but this shirt fit like a slim fitting shirt,2
Too small,2
Way small,2
Returned,2
Great fitting shirt and nice material,1
Only downside is that the type of material is a lint magnet,2
Nothing that a lint roller cant take care of,2
Good shirt nice price,1
Great quality,1
"Short, cant tuck in, cheap material",2
fabric is very good,1
love my new shirts,1
Nice shirt good fit,1
"Excelente producto, la tela es muy buena",1
La recomiendo,1
Sleeves were a little short,2
But very pleased with the shirt,1
lousy shirt collects lint like a lint collector and it stays on,2
This shirt has a shorter than regular sleeve length that others at 15 1/2 32/33,2
"Great fit, great price, fashionable",1
This was a shirt for my work,1
It was great and I may buy more,1
The label on the shirt indicated 16,0
"5 X 34, which is what I ordered",0
But it was not even close,2
It was probably 15 X 34,2
The fabric is a bit rough but other than that it is a very good shirt,2
Too small,2
Color is good but it?s tight,0
"Fit good, looks nice",1
As expected,1
"It?s a perfect fit, the Amazon Basics shirts are a hidden gem",1
Works just fine,1
Awesome shirt at an Awesome price,1
Nice fit,1
"Good quality, but not the right fit for me",0
Great shirt for the price but comes out of dryer more wrinkled than my other dress shirts,2
business like yes,1
Great for tall guys,1
NA,0
Sleeves are a little long,2
These shirts are really slim fit shirts not modern fit or classic fit,2
Regular fit title is not accurate,2
"The price, quality, and fit make these a great purchase",1
fits good,1
"Great looking shirt,good fit and laundered well",1
Na,0
i just loved how it went with my vest,1
Great value: good quality and fairly priced,1
This shirt was way too big and the spread collar was too small,2
The shirt was very thin,2
for the cost I was very happy with the shirt,1
Wear a lot of button ups and they can be expensive,0
Great,1
Decent shirt,1
Great shirt,1
No issues good fir,1
I used this product for work at the office,0
Na,0
Great fit and color,1
Love it,1
Definitely recommend,1
Very nice,1
Happy,1
Made for extremely skinny people only,2
I got just what I needed,1
Good material,1
Poor quality,2
Won?t buy it again,2
Nice feel and fit,1
not only good shirt also wonderfulness,1
Value for money,1
Great shirt,1
Excellent Quality fits good,1
All white event,0
Fit poor,2
This review is for the white version,0
"It's a very nicely made shirt, and all of the seams are impeccable with a very small number of uncut threads in places",1
"I find it to be true to size, with one caveat regarding the sleeves",1
"The sleeve length is perfect with my arms down, but the sleeves ride up more than those on my other dress shirts when I raise my arms",0
"These have removable collar stays, which is my preference",1
The one thing that I like the least,1
"and the reason for four stars instead of five, even at this price",0
is that the fabric is more transparent than my other shirts,2
"At least with the white color, you'll see skin or an undershirt through it",2
"It's not horrible, mind you, but I prefer a more opaque fabric",2
"All in all, a nice shirt and a good value at the",1
current,1
$20 price point,1
"This is a beautiful, pure white shirt",1
"When I get a new white shirt, I do not usually take it out of its wrap that it comes in, because white shirts begin to age immediately, they begin to turn yellowish or dull",0
"That is why men who must wear suits and ties to work must have a constant new supply of white shirts with long sleeves, in order to look their best,  The men get to the point when they can spot an older white shirt on a colleague, and then they start to think less of this colleague",0
"You can solve this by occasionally wearing a blue shirt or a yellow shirt, if it matches your suit and socks, but best practice is to wear a gleamingly new white shirt",0
"It must have long sleeves, as it is unprofessional to show your arms bare, even on the hottest days",0
This goes for women too - a businesswoman should not show bare arms,1
Or too much neck,0
It is unprofessional,0
"As for hemlines, below the knee is best",1
"I am an expert on dressing for the corporation, after having worked in the corporate world most of my life",0
"Anyway, back to this shirt",0
"As I said, I opened it and tried it on, and the sleeves are a bit too long",2
Too long is better than too short,0
"Too long can be solved with a pair of good, old-fashioned sleeve garters that are white so that they don't stand out",0
Sleeve garters can be found at haberdashery shops or sometimes in the men's department of a good department store,0
"So, you should have sleeve garters on hand",0
The size of a shirt is determined by the neck size,0
"Unfortunately, I have always had a sensitive neck, so I must get a shirt with a neck size of 17 at least",0
This way I won't be pulling at my neck all day long,0
The top button must always be fastened or you will look slovenly,0
"Also, your tie must be tied properly - a double Windsor knot is best",0
Please do not use a clip-on tie or a bow tie,0
"Once in a while, a bow tie is acceptable - maybe once or twice a year, and it must be 100% silk - in fact, all ties must be 100% silk and you are judged by your tie's design and color",0
I have at least 150 ties,0
I do not wear striped ties,0
"I prefer ties with abstract designs, paisleys, and other different designs, and ties must look fresh and unwrinkled",0
The color of a tie is important,0
"I tend toward blues, purples, and lavenders, with intricate patterns",0
"Once in a while I'll wear one of my favorites - a water-colored street scene in Paris, or a dark blue tie with light blue colored turtles that I bought in Switzerland - but do not wear favorites over and over",0
I have a black tie with red polka dots on it that I wear when I don't feel good,0
"When you have many ties, you can just grab one in a hurry and wear it and it'll be fine",0
"Again, back to the shirt",0
"If you can see your skin through the shirt, you must wear a well-fitting white undershirt with short sleeves",0
"You don't want to show your nipples or an extremely hirsuit body, or any scars",0
I have had heart surgery so I always wear an undershirt,0
"To wrap this up, this is a good and useful shirt, but you must adhere to what I have said if you wish to appear well dressed",1
5 stars,1
#NAME?,0
#NAME?,0
Do not dry clean,0
#NAME?,0
Just preference,0
#NAME?,0
#NAME?,0
"- Sleeve cuff is single button, 2 position",0
We got the purple tattersall and I have to say it's much better looking in person,0
The squares are a lot cleaner looking and not as small as they seem online,1
"The up-close listing pic shows it better, I think",0
"It is somewhat non-wrinkly, if I hang it right out of the dryer",1
"That's useful, since we're casual sorts",1
He says it's comfortable to wear as far as fit,0
"No binding, it moves nicely",1
"I do feel like it will wash softer over time, which will make it perfect",1
"But 4 stars for now, sorry",0
"Thanks for not using pins, though",1
Don't forget to use the Smile,0
Amazon,0
com address - It's an Amazon program where many things you buy every day will generate a small donation to the charity of your choice,0
Read about it here:  https://smile,0
amazon,0
com/gp/chpf/about/ref=smi_se_rspo_laas_aas,0
Amazon brands are increasing their scope of affordable products especially in their clothing lines and this shirt is a great example,1
The colors and pattern is conservative  enough to be warn in a business setting but is equally at home at a relaxed casual outing,1
Equally at home under a suit or paired with blue jeans or khakis,1
Construction and cut share details of shirts costing twice the price,1
The collar stays for example are removable and can be replaced with new plastic ones or metal inserts if you have them,0
The sleeves have dual buttons to accommodate your wrist size or watch  and the  sleeve placket also has a button,0
Extra buttons are sewn inside the bottom of the front packet to replace any that might come off over time,0
Stitching is clean and straight,1
"There's a single front breast pocket and the alignment of the fabric pattern matches perfectly the underlying shirt pattern, which is critical in plaid shirt especially",1
Price is very affordable especially if you compare it to any designer label,1
"Money was saved on the shirt fabric as it is a lightweight cotton and suitable, but it isn't a more substantial weave and cotton you would expect to find on a fine shirt",0
So while entirely suitable and attractive it will not replace a high end shirt if that's what you're expecting,0
"I received the 32/33 inch sleeve and 16"" neck which I should not have ordered knowing my arms are extra long, and as expected, if I stretch my arms out straight, the sleeves are just not long enough",2
The cut leans more toward an athletic cut so works best with a slimmer torso,0
"All told, a very good value for the price",1
Attractive and versatile,1
A small deduction for the lower end weight and lack of heft of the fabric,0
"My husband seems to wear a popular size when it comes to dress shirts, so finding them in the local stores can be tough-so I often order online",0
For the most part-men's fitted shirts like this,0
sized collar and sleeve length,0
"seem to fit pretty universally, but for some reason I found this a bit big when he tried it on",2
Granted many companies now make a 'regular' fit and slim fit,0
"This is a regular cut, but still seems a bit big in the chest area",2
"However, a good white shirt is always needed-and because this one seems to run a bit big, my husband can wear it with our without a tie-with for work, without for a more casual, business look",0
"The shirt is well made-buttons sewn on properly, cuffs stitched nicely and the collar lies flat",1
"The material is soft without being too sheer, but has enough rigidity to not look sloppy",1
And the price point makes this a steal,1
"less than $25 for a well made, men's dress shirt?  Yes please",1
"Overall, I like this shirt -- it fits pretty well, it's attractive, and it's well-made",1
Fabric is strong without being rough or stiff,1
Seams are clean and strong,1
The plaid pattern is muted and attractive,1
Fits in with what all the other guys at my office job are wearing,1
My one complaint is that the arms/shoulders are a bit snug,2
"I've cultivated a bit of a belly over the years, and this fits well through the midsection, but it's just a touch tight through the shoulders, and it's snug enough on the arms that flexing my bicep makes me feel like the Hulkamaniac",2
"On the other hand, it's a dress shirt",0
"It doesn't give enough freedom of movement for the secret service, but if you're like me and you spend 8 hours sitting in front of a computer, it's not going to be a problem",0
"This is a quality dress shirt and a bargain at the price -- take that, designers",1
"I have deducted one star because arm movement is slightly restricted -- if you raise your arms, the shirt body lifts up as well",2
A little more give under the arms would be welcome,2
"Otherwise, though, the shirt has everything I like -- a chest pocket, spread collar with slots for stays, two spare buttons attached to the hem, a good long hem, etc",1
The finish seems topnotch -- no loose threads -- and the fabric is 100% cotton for breathability,1
The colors are subdued in this purple tattersall version -- they appear to be a muted purple and gray,0
"All in all, then, this is a great shirt for the money, and the movement issue probably won't matter to workers sitting at desks",1
It is hard to believe that this shirt can be offered at its price point,1
What an incredible value for $20,1
I usually wear a medium or 15 and 1/2 inch neck and the fit was right on,0
This is a very good quality dress shirt with modern styling,1
"The material is thin, which I like as it permits an undershirt and takes an iron well",1
Thicker shirt material tends to be more difficult to iron,0
"Cant speak about longevity, so you may want to bump up in quality if you plan to wear frequently",0
The design is a bit dull and it would be great if they had some more colorful and progressive patterns,2
"However, for an occasional dress shirt user who is on a budget, I just don't see how you could go wrong",1
And I mean that,0
"The shirt is 100%, all in, designed for the office",1
It's the archetypal dress shirt,0
"While yeah, I guess it *could* be used for casual wear",0
it's not going to look casual,0
It's going to look like you're trying too hard,0
"Everything about the tailoring and materials just says ""wear me with a suit and tie",0
"The shirt itself fits just right to size - sleeve length is appropriate, shirttail length is appropriate, and the material is thin enough to be comfortable under a jacket",1
"In sum, a perfectly suitable, not-fancy-just-classic dress shirt",1
A very good piece,1
"I've had good luck with a lot of Amazon Essential stuff, so I'm really surprised about this shirt",2
"First, it doesn't fit well",2
The belly is too tight and the shoulders are,2
"they manage to be both tight and loose at the same time, don't ask me how",2
"The material is also somewhat stiff and uncomfortable, not at all like some of the others",2
"And lastly, the pattern is much bolder than the picture lead me to believe",2
This is a great basic dress shirt that goes with anything,1
It fits well and came out of the wash without shrinking,1
"It's 100% cotton, so it takes a light steaming or ironing, but doesn't need a lot",1
"I wear dress shirts several times a week, and this is one of my new favorites",1
The double pleats really help with range of shoulder motion,1
I'm adding this shirt in outher colors to my wardrobe ASAP,1
"This is a thinner fabric, but not flimsy or super-sheer",1
"The construction is of good quality, and it looks very polished and classy",1
Great value,1
"You can always pay more for higher quality textiles, but for basic button-down-white-shirt, this is a very economical one that presents well",1
I'm so happy to have this shirt,1
"I have been going to a million weddings, and a decent-quality dress shirt is exactly what I need",1
"The white is a good color, the material is comfortable, and overall, it's an attractive shirt",1
"Honestly, no one would ever know that it's ""Amazon Essentials"" brand",1
I highly recommend this shirt for anyone who tears through dress shirts and simply needs more in their arsenal,1
This is a well made white dress shirt,1
It is a must have for all men's wardrobes,1
"It comes in 6 colors: black, blue, lavender, light blue, pink and white",0
The shirt is long sleeve and is a button up design,0
"The hem is rounded, with a double pleat in back, rounded single button cuffs, a chest pocket and spread collar",0
This shirt can be dressed up or down depending on what you wear with it,0
A very nice look,1
"I am pleased with the fit, quality, and feel of this shirt",1
PROS:,1
Excellent fit,1
100% cotton and keeps the body cool,1
Great looks,1
Machine washable,1
CONS:,2
Small imperfections like extra string hanging off some buttons,2
The fit of this shirt rivals that of Banana Republic or J,1
Penny,1
"Give it a shot, you may like it",1
"I've worn a size 18 shirt for many years, and sometimes they're a little small, it all varies by manufacturer",0
But this was ridiculously too small,2
"Wherever these are made, someone needs to give them an accurate sizing guide",2
This shirt is very stylish and fits perfectly for my size,1
The sizing is comparable and matches exactly with what I would expect compared to other shirts I have in this size,1
"I have gotten quite a few compliments from people at work when I wear this shirt, so that is a tremendous positive",1
I would definitely be interested in purchasing other shirt designs of this product,1
The shirt that was mailed to me is not the shirt in the main picture,2
Please be advised that this shirt has one basic pocket on the left and not two as shown in the picture,2
I am disappointed and think that this discrepancy should be addressed by Amazon,2
Beautiful shirt,1
Excellent quality,1
Fit my boyfriend perfectly,1
I ordered a large,0
The actual shirt is so much nicer than the online pictures,1
Colors are a little more vivid than what the pictures show,2
My boyfriend loved this shirt,1
This is a fairly good dress shirt,1
It is thin so it looks best if you wear an undershirt under it,0
It is basically an wrinkle free shirt,0
It has good stitching and is a good fit,1
The regular fit seems to run only slightly larger than some of our other dress shirts,0
"However, overall it?s a good shirt",1
